Datetime,Room Brightness,Person Status,Dominant Emotion,Person Detected,Other Objects
2024-05-21 14:56:52,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:53,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:53,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:53,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:53,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:53,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:53,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:53,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:54,Ярко освещена,Сидит,happy,Да,
2024-05-21 14:56:54,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:56:54,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:56:54,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:54,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:56:54,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:56:54,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:56:55,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:56:55,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:56:55,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:55,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:56:55,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:55,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:55,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:56,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:56,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:56,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:56:56,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:56,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:56,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:56:56,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:56:56,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:56:57,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:56:57,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:57,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:56:57,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:57,Ярко освещена,Стоит,Нет лица,Нет,
2024-05-21 14:56:57,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:56:57,Ярко освещена,Сидит,Нет лица,Нет,
2024-05-21 14:56:57,Ярко освещена,Стоит,Нет лица,Нет,
2024-05-21 14:56:58,Ярко освещена,Стоит,neutral,Нет,
2024-05-21 14:56:58,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:58,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:58,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:58,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:58,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:58,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:56:59,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:56:59,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:56:59,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:56:59,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:59,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:59,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:56:59,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:00,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:00,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:00,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:00,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:00,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:00,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:00,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:01,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:01,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:01,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:01,Ярко освещена,Сидит,happy,Да,
2024-05-21 14:57:01,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:01,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:01,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:02,Ярко освещена,Сидит,happy,Да,
2024-05-21 14:57:02,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:02,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:02,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:02,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:02,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:03,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:03,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:03,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:03,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:03,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:57:03,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:57:04,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:04,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:04,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:04,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:04,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:05,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:05,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:05,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:05,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:05,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:06,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:06,Ярко освещена,Стоит,neutral,Нет,
2024-05-21 14:57:06,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:06,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:06,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:06,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:07,Ярко освещена,Сидит,fear,Нет,
2024-05-21 14:57:07,Ярко освещена,Стоит,fear,Нет,
2024-05-21 14:57:07,Ярко освещена,Сидит,Нет лица,Нет,
2024-05-21 14:57:07,Ярко освещена,Сидит,Нет лица,Нет,
2024-05-21 14:57:07,Ярко освещена,Стоит,Нет лица,Нет,
2024-05-21 14:57:07,Ярко освещена,Стоит,Нет лица,Нет,
2024-05-21 14:57:07,Ярко освещена,Сидит,Нет лица,Нет,
2024-05-21 14:57:08,Ярко освещена,Стоит,Нет лица,Нет,
2024-05-21 14:57:08,Ярко освещена,Сидит,Нет лица,Нет,
2024-05-21 14:57:08,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:08,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:08,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:08,Ярко освещена,Сидит,Нет лица,Нет,
2024-05-21 14:57:08,Ярко освещена,Сидит,Нет лица,Нет,
2024-05-21 14:57:09,Ярко освещена,Сидит,Нет лица,Нет,
2024-05-21 14:57:09,Ярко освещена,Сидит,Нет лица,Нет,
2024-05-21 14:57:09,Ярко освещена,Сидит,Нет лица,Нет,
2024-05-21 14:57:09,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:09,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:09,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:10,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:10,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:10,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:10,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:10,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:11,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:11,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:11,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:11,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:11,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:12,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:12,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:12,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:12,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:12,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:12,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:13,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:13,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:13,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:13,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:13,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:14,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:14,Ярко освещена,Стоит,neutral,Нет,
2024-05-21 14:57:14,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:14,Ярко освещена,Сидит,neutral,Нет,
2024-05-21 14:57:14,Ярко освещена,Сидит,neutral,Нет,
2024-05-21 14:57:15,Ярко освещена,Сидит,neutral,Нет,
2024-05-21 14:57:15,Ярко освещена,Сидит,neutral,Нет,
2024-05-21 14:57:15,Ярко освещена,Сидит,Нет лица,Нет,
2024-05-21 14:57:15,Ярко освещена,Стоит,neutral,Нет,
2024-05-21 14:57:15,Ярко освещена,Сидит,Нет лица,Нет,
2024-05-21 14:57:15,Ярко освещена,Сидит,neutral,Нет,
2024-05-21 14:57:16,Ярко освещена,Сидит,Нет лица,Нет,
2024-05-21 14:57:16,Ярко освещена,Сидит,Нет лица,Нет,dog
2024-05-21 14:57:16,Ярко освещена,Сидит,neutral,Нет,dog
2024-05-21 14:57:16,Ярко освещена,Сидит,neutral,Нет,
2024-05-21 14:57:16,Ярко освещена,Сидит,neutral,Нет,dog
2024-05-21 14:57:16,Ярко освещена,Сидит,neutral,Нет,dog
2024-05-21 14:57:17,Ярко освещена,Сидит,neutral,Нет,dog
2024-05-21 14:57:17,Ярко освещена,Сидит,neutral,Нет,
2024-05-21 14:57:17,Ярко освещена,Сидит,neutral,Нет,dog
2024-05-21 14:57:17,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:17,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:18,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:18,Ярко освещена,Сидит,neutral,Нет,
2024-05-21 14:57:18,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:18,Ярко освещена,Сидит,Нет лица,Нет,
2024-05-21 14:57:18,Ярко освещена,Сидит,Нет лица,Нет,
2024-05-21 14:57:18,Ярко освещена,Сидит,Нет лица,Нет,
2024-05-21 14:57:19,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:19,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:19,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:19,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:19,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:20,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:20,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:20,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:20,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:20,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:20,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:21,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:21,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:21,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:21,Ярко освещена,Сидит,happy,Да,
2024-05-21 14:57:21,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:22,Ярко освещена,Сидит,happy,Да,
2024-05-21 14:57:22,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:22,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:22,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:22,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:23,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:23,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:23,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:23,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:23,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:24,Ярко освещена,Сидит,happy,Да,
2024-05-21 14:57:24,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:24,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:24,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:24,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:57:24,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:25,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:25,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:25,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:25,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:25,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:25,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:26,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:26,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:26,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:26,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:26,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:27,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:27,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:27,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:27,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:27,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:27,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:28,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:28,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:28,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:28,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:28,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:28,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:29,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:29,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:29,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:29,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:29,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:29,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:30,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:30,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:30,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:30,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:30,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:31,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:31,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:31,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:31,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:31,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:32,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:32,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:32,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:32,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:32,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:32,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:33,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:33,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:33,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:33,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:33,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:33,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:34,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:34,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:34,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:34,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:34,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:34,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:35,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:35,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:35,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:35,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:35,Ярко освещена,Стоит,Нет лица,Да,
2024-05-21 14:57:35,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:36,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:36,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:36,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:36,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:36,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:37,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:37,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:37,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:37,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:37,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:38,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:38,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:38,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:38,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:38,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:39,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:39,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:39,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:39,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:39,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:40,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:40,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:40,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:40,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:40,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:41,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:41,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:41,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:41,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:41,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:41,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:42,Ярко освещена,Сидит,Нет лица,Да,
2024-05-21 14:57:42,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:42,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:42,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:42,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:43,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:57:43,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:43,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:43,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:44,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:44,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:44,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:44,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:45,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:45,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:45,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:45,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:45,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:46,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:46,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:47,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:57:47,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:57:47,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:47,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:57:48,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:48,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:48,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:48,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:48,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:49,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:57:49,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:57:49,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:57:49,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:49,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:57:50,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:57:50,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:50,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:57:50,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:50,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:51,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:51,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:51,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:57:51,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:52,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:52,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:52,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:52,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:52,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:53,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:53,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:53,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:53,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:53,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:54,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:54,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:57:54,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:57:54,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:57:55,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:55,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:55,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:55,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:55,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:56,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:56,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:57:56,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:56,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:57,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:57,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:57,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:57,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:57,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:58,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:58,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:58,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:58,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:58,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:59,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:59,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:59,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:59,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:57:59,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:58:00,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:58:00,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:00,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:58:00,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:01,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:01,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:01,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:01,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:01,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:02,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:02,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:02,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:02,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:02,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:58:03,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:03,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:03,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:03,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:58:04,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:58:04,Ярко освещена,Сидит,sad,Да,
2024-05-21 14:58:04,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:04,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:04,Ярко освещена,Стоит,neutral,Да,
2024-05-21 14:58:05,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:58:05,Ярко освещена,Стоит,fear,Да,
2024-05-21 14:58:05,Ярко освещена,Сидит,fear,Да,
2024-05-21 14:58:05,Ярко освещена,Сидит,neutral,Да,
2024-05-21 14:58:05,Ярко освещена,Сидит,angry,Да,
